timestamp,air_temperature,humidity,light,co2,water_temperature,soil_ph,soil_ec,nitrogen,phosphorus,potassium
2026-09-22 15:15:00,28.23,63.55,54939,486.31,22.26,6.42,1.41,66.94,28.0,186.9
2026-09-22 15:30:00,27.82,63.84,51139,490.16,22.38,6.41,1.53,67.87,27.15,189.91
2026-09-22 15:45:00,28.21,62.75,48014,492.65,22.03,6.42,1.59,67.33,28.09,189.55
2026-09-22 16:00:00,28.47,63.68,45117,479.8,22.18,6.4,1.41,69.73,28.54,184.75
2026-09-22 16:15:00,28.16,63.33,40756,492.09,21.85,6.39,1.57,67.31,27.39,185.92
2026-09-22 16:30:00,27.49,63.9,37772,494.63,22.16,6.47,1.47,67.19,28.32,191.65
2026-09-22 16:45:00,27.46,62.51,32274,494.88,21.82,6.39,1.47,68.55,27.93,189.74
2026-09-22 17:00:00,27.56,64.86,28911,490.97,22.21,6.38,1.5,68.9,28.91,188.85
2026-09-22 17:15:00,27.55,64.13,21857,497.19,21.86,6.41,1.44,65.63,28.02,190.78
2026-09-22 17:30:00,27.29,64.96,18421,493.5,22.04,6.35,1.47,67.98,28.51,189.51
2026-09-22 17:45:00,27.44,63.57,14331,518.86,21.76,6.47,1.47,68.02,28.1,193.07
2026-09-22 18:00:00,26.85,62.27,9947,512.95,21.97,6.48,1.51,68.3,28.56,191.11
2026-09-22 18:15:00,27.6,63.3,4372,473.44,21.96,6.39,1.55,70.58,28.0,189.24
2026-09-22 18:30:00,26.82,63.86,0,517.26,21.75,6.4,1.49,69.1,28.3,189.57
2026-09-22 18:45:00,27.04,64.71,0,528.48,21.78,6.37,1.55,68.41,27.06,194.83
2026-09-22 19:00:00,26.81,65.93,178,515.56,21.32,6.43,1.5,67.66,28.21,190.23
2026-09-22 19:15:00,26.77,64.84,0,498.86,21.49,6.42,1.57,67.56,27.93,194.75
2026-09-22 19:30:00,26.33,66.13,1510,523.87,21.76,6.38,1.51,67.91,28.07,193.39
2026-09-22 19:45:00,27.01,64.9,0,531.7,21.25,6.41,1.53,67.67,28.32,185.35
2026-09-22 20:00:00,26.38,64.21,0,524.44,21.32,6.43,1.5,67.52,28.33,194.74
2026-09-22 20:15:00,26.01,66.3,1116,535.95,21.08,6.47,1.61,65.62,27.98,191.25
2026-09-22 20:30:00,26.16,66.78,0,525.99,21.3,6.43,1.45,66.77,27.99,184.19
2026-09-22 20:45:00,25.65,65.85,406,532.74,21.05,6.39,1.5,67.2,28.01,192.25
2026-09-22 21:00:00,25.95,68.17,0,538.74,20.67,6.46,1.46,67.96,28.31,185.92
2026-09-22 21:15:00,25.6,66.61,0,548.99,21.35,6.34,1.54,68.25,28.28,191.32
2026-09-22 21:30:00,25.72,66.58,786,545.04,21.2,6.38,1.49,70.08,28.27,189.53
2026-09-22 21:45:00,24.86,66.18,174,561.51,21.09,6.42,1.5,69.62,27.77,188.35
2026-09-22 22:00:00,25.34,67.19,0,549.24,20.9,6.42,1.52,66.55,28.26,190.54
2026-09-22 22:15:00,24.66,68.05,0,554.42,21.06,6.44,1.47,68.53,27.47,196.94
2026-09-22 22:30:00,24.69,68.62,0,568.55,21.3,6.32,1.48,68.6,27.94,187.99
2026-09-22 22:45:00,25.38,67.64,0,571.51,20.46,6.43,1.47,68.17,28.76,190.35
2026-09-22 23:00:00,24.21,66.0,1064,572.76,20.6,6.43,1.52,68.78,26.64,189.09
2026-09-22 23:15:00,24.8,68.55,793,543.02,20.76,6.41,1.63,66.86,27.8,190.11
2026-09-22 23:30:00,24.71,67.49,1033,561.79,20.74,6.38,1.51,67.17,27.04,193.28
2026-09-22 23:45:00,24.45,67.48,181,581.48,20.46,6.4,1.53,68.63,27.8,183.68
2026-09-23 00:00:00,24.66,68.46,12,570.52,20.67,6.39,1.45,67.11,27.64,188.16
2026-09-23 00:15:00,23.87,68.85,0,581.44,20.39,6.41,1.57,68.24,27.56,190.14
2026-09-23 00:30:00,24.21,66.56,0,577.82,20.47,6.4,1.54,68.92,28.54,191.77
2026-09-23 00:45:00,24.03,68.34,0,574.21,20.51,6.35,1.48,67.97,27.42,189.93
2026-09-23 01:00:00,24.23,68.24,1869,552.23,20.49,6.35,1.55,71.18,26.5,190.38
2026-09-23 01:15:00,24.2,68.14,496,556.61,20.69,6.41,1.5,67.29,28.38,188.54
2026-09-23 01:30:00,24.09,67.97,0,579.26,20.55,6.42,1.46,67.96,28.37,190.44
2026-09-23 01:45:00,24.38,70.49,0,560.68,20.67,6.45,1.55,68.98,27.63,187.86
2026-09-23 02:00:00,24.27,67.59,0,570.02,21.0,6.46,1.47,67.13,28.14,187.75
2026-09-23 02:15:00,24.4,68.42,0,592.98,20.39,6.41,1.5,67.62,28.19,187.92
2026-09-23 02:30:00,23.47,66.27,0,571.99,20.5,6.4,1.53,68.14,27.52,187.87
2026-09-23 02:45:00,23.41,68.28,436,584.34,20.49,6.39,1.55,68.02,28.44,191.75
2026-09-23 03:00:00,24.14,69.71,0,574.71,20.37,6.38,1.58,70.11,28.01,191.7
2026-09-23 03:15:00,24.47,69.16,1085,564.72,20.42,6.41,1.57,68.12,27.48,188.94
2026-09-23 03:30:00,23.97,67.43,1351,569.94,20.57,6.46,1.56,68.4,27.63,191.23
2026-09-23 03:45:00,24.71,68.84,1135,575.82,20.7,6.39,1.52,69.56,27.14,189.81
2026-09-23 04:00:00,24.36,67.56,0,581.17,21.02,6.42,1.52,66.14,29.16,190.23
2026-09-23 04:15:00,24.35,66.92,0,560.61,20.67,6.41,1.5,68.34,27.49,194.29
2026-09-23 04:30:00,24.25,66.11,0,562.03,20.48,6.39,1.51,66.58,27.92,194.28
2026-09-23 04:45:00,24.74,67.67,115,566.39,20.71,6.42,1.5,65.11,27.99,187.33
2026-09-23 05:00:00,24.83,67.08,134,587.13,20.55,6.37,1.43,65.13,26.87,191.09
2026-09-23 05:15:00,24.54,65.7,0,569.14,20.65,6.39,1.52,69.63,29.16,193.1
2026-09-23 05:30:00,24.88,67.61,1622,574.72,20.79,6.41,1.51,68.06,27.7,186.02
2026-09-23 05:45:00,24.8,65.73,5811,563.14,20.66,6.44,1.54,65.71,29.1,192.43
2026-09-23 06:00:00,25.69,65.89,9880,559.23,20.99,6.41,1.55,66.21,27.25,185.82
2026-09-23 06:15:00,25.03,66.36,14391,554.78,21.01,6.38,1.48,69.14,28.46,190.3
2026-09-23 06:30:00,25.23,68.36,18132,555.62,21.29,6.39,1.54,66.66,28.61,190.6
2026-09-23 06:45:00,24.98,67.3,22402,558.89,20.97,6.4,1.51,67.6,28.16,188.34
2026-09-23 07:00:00,25.8,66.47,27849,515.42,21.4,6.4,1.41,68.11,28.28,193.21
2026-09-23 07:15:00,25.41,67.83,31869,563.7,21.2,6.42,1.48,66.66,28.66,192.72
2026-09-23 07:30:00,26.33,66.97,35733,519.9,21.15,6.38,1.46,68.7,28.2,189.19
2026-09-23 07:45:00,26.06,65.78,40544,540.79,21.53,6.38,1.42,69.71,28.07,193.32
2026-09-23 08:00:00,25.66,65.42,44333,515.59,21.3,6.42,1.55,69.91,27.48,185.8
2026-09-23 08:15:00,26.45,66.51,48278,513.72,21.62,6.42,1.53,67.42,28.18,192.37
2026-09-23 08:30:00,26.26,63.55,52019,528.28,21.52,6.43,1.47,67.9,27.82,191.71
2026-09-23 08:45:00,27.05,64.96,57004,535.54,21.73,6.42,1.59,67.78,27.93,186.81
2026-09-23 09:00:00,26.85,66.38,58863,521.29,21.59,6.41,1.43,69.26,27.75,186.69
2026-09-23 09:15:00,26.62,64.04,62170,524.51,21.42,6.43,1.54,67.3,27.11,187.76
2026-09-23 09:30:00,26.78,65.04,63871,490.58,21.79,6.35,1.55,66.55,27.58,187.44
2026-09-23 09:45:00,26.94,65.83,67518,513.9,21.86,6.35,1.47,67.34,27.41,191.53
2026-09-23 10:00:00,27.0,63.67,68126,484.42,21.97,6.44,1.51,66.83,26.38,190.52
2026-09-23 10:15:00,27.71,64.52,71963,517.0,22.13,6.39,1.55,68.93,27.08,188.78
2026-09-23 10:30:00,27.03,63.97,73452,488.88,21.54,6.44,1.52,69.77,27.21,193.18
2026-09-23 10:45:00,28.19,65.94,74279,499.72,21.96,6.43,1.55,68.1,27.18,192.22
2026-09-23 11:00:00,27.53,64.43,75970,510.88,22.26,6.39,1.52,70.12,27.68,191.3
2026-09-23 11:15:00,28.12,64.94,77189,479.21,21.82,6.41,1.52,71.06,27.48,193.41
2026-09-23 11:30:00,28.09,61.9,76695,491.99,22.02,6.4,1.52,67.03,28.28,188.09
2026-09-23 11:45:00,27.77,64.0,77342,491.3,22.47,6.4,1.49,68.88,27.78,193.25
2026-09-23 12:00:00,27.63,63.99,77539,478.71,22.53,6.37,1.59,68.79,28.87,187.07
2026-09-23 12:15:00,28.44,64.74,77753,483.87,22.7,6.41,1.48,67.24,28.27,190.99
2026-09-23 12:30:00,28.19,64.93,77136,488.54,22.52,6.37,1.55,70.2,27.19,186.71
2026-09-23 12:45:00,27.87,61.3,77130,464.09,22.35,6.44,1.42,67.62,26.85,192.34
2026-09-23 13:00:00,28.01,62.83,75782,487.15,22.2,6.4,1.47,68.14,27.3,190.19
2026-09-23 13:15:00,27.68,62.56,76192,481.76,22.03,6.41,1.45,66.02,27.56,192.21
2026-09-23 13:30:00,28.4,62.93,72097,469.64,22.56,6.41,1.45,65.47,27.18,197.43
2026-09-23 13:45:00,27.95,62.93,71317,478.53,22.24,6.36,1.45,70.03,27.55,192.54
2026-09-23 14:00:00,27.79,62.73,69301,490.37,22.08,6.42,1.52,67.11,28.29,187.31
2026-09-23 14:15:00,28.06,62.99,64308,479.01,22.1,6.36,1.48,68.92,27.76,193.8
2026-09-23 14:30:00,27.93,61.71,65589,484.42,22.48,6.38,1.54,68.31,28.39,190.08
2026-09-23 14:45:00,28.62,62.4,60533,466.18,22.51,6.38,1.45,66.87,27.73,186.19
2026-09-23 15:00:00,28.14,62.47,57888,472.11,22.28,6.39,1.51,68.3,28.2,183.43
2026-09-23 15:15:00,28.03,62.35,55851,466.88,22.11,6.39,1.48,69.19,27.73,192.89
2026-09-23 15:30:00,27.7,61.4,52821,488.16,22.33,6.4,1.52,66.54,28.57,188.4
2026-09-23 15:45:00,28.37,63.37,46328,472.29,22.43,6.4,1.48,68.29,27.74,188.37
2026-09-23 16:00:00,28.04,63.51,45674,487.15,22.56,6.45,1.59,69.27,28.08,190.41
2026-09-23 16:15:00,27.89,62.73,40293,482.02,22.48,6.42,1.48,65.7,27.97,188.75
2026-09-23 16:30:00,27.53,62.43,34223,496.02,22.1,6.48,1.5,67.82,28.87,190.4
2026-09-23 16:45:00,27.82,63.31,31467,507.4,22.28,6.45,1.48,68.04,27.47,192.9
2026-09-23 17:00:00,27.25,64.37,28646,508.76,21.85,6.43,1.46,67.09,27.21,193.47
2026-09-23 17:15:00,28.06,63.34,22522,493.64,22.49,6.43,1.47,65.85,27.6,193.56
2026-09-23 17:30:00,28.02,63.81,18044,494.46,21.57,6.43,1.45,69.28,26.98,186.19
2026-09-23 17:45:00,27.43,63.46,14763,502.3,21.67,6.42,1.54,65.7,29.1,191.49
2026-09-23 18:00:00,27.45,62.51,8754,501.51,22.07,6.36,1.46,65.56,27.86,191.04
2026-09-23 18:15:00,26.6,63.94,5169,523.74,21.93,6.39,1.44,66.88,27.6,190.44
2026-09-23 18:30:00,26.96,66.36,258,500.15,22.05,6.43,1.51,67.13,26.88,186.93
2026-09-23 18:45:00,27.11,64.06,0,515.88,21.74,6.42,1.53,69.69,27.5,192.94
2026-09-23 19:00:00,26.41,65.73,161,519.49,21.83,6.4,1.56,69.05,28.08,188.3
2026-09-23 19:15:00,26.34,64.69,0,520.0,22.17,6.42,1.54,66.97,27.57,189.04
2026-09-23 19:30:00,26.49,64.36,1451,517.84,21.73,6.33,1.5,68.33,28.11,191.81
2026-09-23 19:45:00,26.37,65.73,0,519.59,20.99,6.42,1.52,67.77,27.51,188.26
2026-09-23 20:00:00,26.7,67.48,0,542.88,21.08,6.34,1.48,66.95,27.66,190.56
2026-09-23 20:15:00,26.92,65.27,45,536.03,21.33,6.43,1.59,66.51,28.1,189.21
2026-09-23 20:30:00,25.98,64.58,0,513.36,21.39,6.41,1.5,65.16,27.78,187.73
2026-09-23 20:45:00,25.31,65.37,628,545.2,21.22,6.42,1.47,68.09,28.02,191.66
2026-09-23 21:00:00,25.57,66.32,0,536.49,21.61,6.42,1.52,70.75,28.84,185.33
2026-09-23 21:15:00,25.67,67.47,1696,559.23,21.26,6.36,1.46,68.32,28.3,186.94
2026-09-23 21:30:00,25.21,66.4,54,552.5,21.0,6.36,1.56,69.92,27.94,193.07
2026-09-23 21:45:00,25.33,67.63,433,544.48,21.12,6.43,1.46,70.36,29.25,195.47
2026-09-23 22:00:00,25.67,67.87,0,549.0,20.79,6.4,1.5,68.8,26.79,196.94
2026-09-23 22:15:00,25.64,67.25,609,562.53,20.95,6.39,1.49,67.01,28.11,189.93
2026-09-23 22:30:00,24.94,66.57,36,560.92,20.97,6.37,1.52,69.18,28.36,188.89
2026-09-23 22:45:00,24.59,67.33,656,578.5,20.77,6.38,1.52,68.25,27.46,187.79
2026-09-23 23:00:00,24.6,68.37,0,555.17,20.86,6.36,1.51,68.42,27.93,186.95
2026-09-23 23:15:00,24.52,67.49,302,559.2,20.94,6.35,1.49,68.01,28.58,188.17
2026-09-23 23:30:00,24.61,67.36,664,587.04,20.61,6.41,1.45,69.17,28.73,190.11
2026-09-23 23:45:00,24.02,68.44,1034,582.47,20.81,6.35,1.47,69.71,27.26,193.39
2026-09-24 00:00:00,24.85,68.89,1008,569.97,20.38,6.4,1.49,67.94,28.42,189.57
2026-09-24 00:15:00,24.28,68.64,0,593.28,20.68,6.4,1.49,67.25,28.81,190.45
2026-09-24 00:30:00,23.84,67.73,0,571.74,20.79,6.37,1.52,68.17,27.29,190.14
2026-09-24 00:45:00,24.09,68.86,0,580.38,20.21,6.37,1.54,69.25,27.99,188.2
2026-09-24 01:00:00,24.4,66.31,0,585.02,20.66,6.37,1.41,69.74,28.09,187.31
2026-09-24 01:15:00,24.06,69.35,0,590.14,20.67,6.34,1.54,65.86,28.68,191.2
2026-09-24 01:30:00,24.69,67.87,4,590.05,20.38,6.38,1.48,67.91,27.35,191.45
2026-09-24 01:45:00,24.17,68.57,1530,576.62,20.76,6.38,1.54,65.68,28.12,189.47
2026-09-24 02:00:00,23.85,67.89,0,572.8,20.06,6.38,1.47,67.37,27.37,189.59
2026-09-24 02:15:00,24.24,68.24,0,593.47,20.7,6.43,1.56,67.61,27.92,193.34
2026-09-24 02:30:00,23.85,68.36,340,583.3,20.45,6.43,1.49,68.87,28.64,191.98
2026-09-24 02:45:00,24.26,67.29,0,572.85,20.61,6.45,1.44,68.37,27.49,187.8
2026-09-24 03:00:00,23.99,69.1,192,590.09,20.33,6.43,1.55,68.08,28.29,188.31
2026-09-24 03:15:00,23.79,67.95,0,606.25,20.45,6.45,1.51,68.37,28.45,187.66
2026-09-24 03:30:00,24.44,68.67,0,582.21,20.68,6.41,1.58,67.5,28.31,192.25
2026-09-24 03:45:00,23.95,69.42,0,561.84,20.7,6.37,1.49,66.03,28.04,186.6
2026-09-24 04:00:00,24.39,66.6,404,570.64,20.63,6.4,1.51,66.41,26.46,190.1
2026-09-24 04:15:00,24.08,67.58,384,551.72,20.5,6.38,1.45,68.39,27.92,187.54
2026-09-24 04:30:00,24.15,68.74,0,575.52,20.78,6.34,1.45,68.0,28.21,192.34
2026-09-24 04:45:00,24.77,68.85,0,565.49,20.88,6.39,1.55,66.09,28.39,189.48
2026-09-24 05:00:00,24.04,68.67,280,565.56,20.55,6.39,1.58,67.01,25.92,187.43
2026-09-24 05:15:00,24.37,67.43,0,553.84,20.64,6.43,1.43,70.35,27.67,186.72
2026-09-24 05:30:00,25.08,67.99,0,567.93,20.48,6.37,1.56,67.69,27.22,191.54
2026-09-24 05:45:00,25.23,67.26,3083,554.32,20.98,6.42,1.59,67.7,27.71,189.89
2026-09-24 06:00:00,25.44,66.18,10577,527.51,21.11,6.38,1.52,68.83,27.29,189.74
2026-09-24 06:15:00,25.27,67.55,13223,542.2,20.62,6.48,1.49,67.73,27.1,192.79
2026-09-24 06:30:00,25.17,68.24,19433,549.34,21.2,6.37,1.48,67.31,27.24,190.05
2026-09-24 06:45:00,25.42,68.07,20188,539.35,20.93,6.39,1.52,68.48,28.02,188.58
2026-09-24 07:00:00,25.74,66.82,26001,540.32,20.89,6.36,1.51,68.07,28.07,187.37
2026-09-24 07:15:00,25.67,65.37,32356,546.64,21.58,6.44,1.46,67.45,27.44,190.92
2026-09-24 07:30:00,26.46,66.82,34269,523.95,21.02,6.42,1.5,68.36,29.07,187.52
2026-09-24 07:45:00,25.76,67.9,40660,525.48,20.94,6.35,1.38,68.08,28.03,192.98
2026-09-24 08:00:00,26.11,65.06,43642,549.01,21.05,6.41,1.5,68.74,27.76,191.5
2026-09-24 08:15:00,26.54,65.42,47692,524.87,21.27,6.39,1.48,68.25,28.8,193.92
2026-09-24 08:30:00,26.3,65.99,51989,531.09,21.52,6.41,1.48,67.06,28.52,193.9
2026-09-24 08:45:00,26.77,65.65,55394,515.74,21.22,6.42,1.51,67.33,27.42,193.83
2026-09-24 09:00:00,26.17,66.8,58959,540.77,21.49,6.4,1.47,68.19,27.87,187.75
2026-09-24 09:15:00,27.16,64.08,60943,519.47,21.58,6.39,1.52,67.56,27.25,189.69
2026-09-24 09:30:00,26.91,66.4,63205,520.56,21.59,6.39,1.48,68.32,28.52,195.25
2026-09-24 09:45:00,26.91,65.86,67647,516.01,21.65,6.43,1.49,68.42,27.84,191.99
2026-09-24 10:00:00,27.56,65.51,68881,514.95,22.14,6.37,1.57,66.4,28.33,191.78
2026-09-24 10:15:00,28.83,62.08,71762,492.59,21.65,6.42,1.49,67.14,28.32,187.71
2026-09-24 10:30:00,29.41,58.78,76608,510.86,21.92,6.35,1.51,68.09,28.21,191.7
2026-09-24 10:45:00,30.6,57.61,78573,494.14,21.91,6.39,1.53,66.68,27.9,187.75
2026-09-24 11:00:00,31.42,54.74,80254,488.34,22.21,6.36,1.5,68.35,28.5,186.75
2026-09-24 11:15:00,33.19,51.82,83697,495.46,22.19,6.55,1.75,67.12,27.11,182.18
2026-09-24 11:30:00,34.1,47.19,84324,484.59,22.31,6.55,2.07,66.47,26.54,174.37
2026-09-24 11:45:00,35.0,45.76,87346,481.94,21.93,6.66,2.27,66.6,25.95,174.11
2026-09-24 12:00:00,36.19,42.3,87280,485.91,22.46,6.72,2.46,66.25,25.78,171.03
2026-09-24 12:15:00,37.28,41.89,88187,475.19,22.88,6.76,2.75,67.02,23.91,164.69
2026-09-24 12:30:00,38.81,38.68,88475,486.93,23.89,6.92,2.95,67.66,22.91,158.49
2026-09-24 12:45:00,39.86,37.86,88567,457.86,24.54,6.91,3.28,66.03,22.93,156.57
2026-09-24 13:00:00,40.95,34.39,89822,476.41,25.18,7.05,3.47,66.2,22.26,151.38
2026-09-24 13:15:00,40.8,34.12,89370,460.14,26.31,7.16,3.81,64.43,22.35,147.2
2026-09-24 13:30:00,40.6,34.28,85947,460.08,27.04,7.19,3.92,62.23,20.86,138.13
2026-09-24 13:45:00,40.8,34.55,85461,463.09,27.64,7.27,4.28,65.45,21.21,129.35
2026-09-24 14:00:00,41.06,35.53,82215,445.59,28.24,7.39,4.52,62.56,19.24,132.79
2026-09-24 14:15:00,40.41,35.39,78784,463.0,28.79,7.44,4.78,61.43,20.26,120.95
2026-09-24 14:30:00,40.43,34.07,76164,467.48,29.72,7.53,4.99,62.09,16.89,122.77
2026-09-24 14:45:00,40.83,34.21,71909,463.38,29.78,7.62,5.3,60.39,17.83,111.93
2026-09-24 15:00:00,40.64,35.53,67956,460.74,29.66,7.73,5.45,60.06,17.3,108.98
2026-09-24 15:15:00,40.59,35.18,64315,459.07,29.78,7.71,5.48,63.19,18.29,108.82
2026-09-24 15:30:00,41.17,32.18,62250,460.5,29.76,7.69,5.47,60.53,16.77,113.73
2026-09-24 15:45:00,40.91,33.95,56306,458.42,29.48,7.75,5.53,62.14,16.72,107.06
2026-09-24 16:00:00,40.89,35.12,51461,476.2,29.47,7.72,5.45,61.52,17.29,111.25
2026-09-24 16:15:00,40.73,33.66,48980,481.33,29.65,7.71,5.46,61.82,16.24,110.26
2026-09-24 16:30:00,40.41,35.86,43592,478.15,29.54,7.69,5.48,62.26,15.89,112.22
2026-09-24 16:45:00,39.82,34.19,37794,467.48,29.9,7.7,5.58,63.35,16.71,111.15
2026-09-24 17:00:00,40.54,34.49,32714,469.29,29.55,7.69,5.5,63.15,17.8,110.38
2026-09-24 17:15:00,40.13,35.76,27132,466.87,29.71,7.67,5.54,60.89,18.05,106.99
2026-09-24 17:30:00,40.2,36.52,21196,493.82,29.29,7.65,5.53,62.81,16.88,102.73
2026-09-24 17:45:00,39.83,34.93,16263,479.44,29.06,7.68,5.59,63.78,16.79,107.95
2026-09-24 18:00:00,39.84,36.39,11719,473.78,29.38,7.7,5.57,63.38,17.3,113.5
2026-09-24 18:15:00,39.49,37.01,5189,491.69,29.47,7.67,5.47,59.97,17.09,109.84
2026-09-24 18:30:00,39.38,36.18,0,490.64,29.26,7.69,5.54,64.02,16.74,107.29
2026-09-24 18:45:00,39.17,35.96,506,485.66,29.38,7.67,5.54,62.49,17.27,116.21
2026-09-24 19:00:00,39.13,35.88,412,505.34,28.88,7.71,5.46,62.73,17.79,110.15
